"Symbol","Quantity","CostBasisPrice","FifoPnlUnrealized","OpenDateTime","ClientAccountID","MarkPrice","OpenPrice"
"SNY","12","44.232633333","-2.7916","20260306;100442","U***9712","44","44.232633333"
"SNY","26","47.703461538","-96.29","20260112;123508","U***9712","44","47.703461538"
"SPGI","1","430.88448","6.95552","20260204;103827","U***9712","437.84","430.88448"
"SPGI","1","462.84238","-25.00238","20260203;094624","U***9712","437.84","462.84238"
"SWKS","9","57.860614111","3.414473","20260708;115926","U***9712","58.24","57.860614111"
"SWKS","20","62.470003","-84.60006","20260702;154103","U***9712","58.24","62.470003"
"SYK","1","327.46","3.99","20260423;131609","U***9712","331.45","327.46"
"SYK","2","339.26","-15.62","20260320;104633","U***9712","331.45","339.26"
"SYK","3","358.313333333","-80.59","20260306;101355","U***9712","331.45","358.313333333"
"TTD","22","22.500454545","-59.63","20260423;125119","U***9712","19.79","22.500454545"
"TTD","21","23.707619048","-82.27","20260318;112232","U***9712","19.79","23.707619048"
"TTD","10","25.285","-54.95","20260317;155039","U***9712","19.79","25.285"
"TTD","10","25.185","-53.95","20260317;155039","U***9712","19.79","25.185"
"TTD","19","26.912631579","-135.33","20260311;115312","U***9712","19.79","26.912631579"
"TTD","17","28.958823529","-155.87","20260203;074204","U***9712","19.79","28.958823529"
"TTD","13","32.586923077","-166.36","20260127;095901","U***9712","19.79","32.586923077"
"TTD","6","34.806666667","-90.1","20260126;114856","U***9712","19.79","34.806666667"
"TTD","6","34.64","-89.1","20260126;114856","U***9712","19.79","34.64"
"TTD","14","36.061428571","-227.8","20260116;130656","U***9712","19.79","36.061428571"
"TTD","11","37.245909091","-192.015","20251211;114244","U***9712","19.79","37.245909091"
"TTD","10","38.960022","-191.70022","20251120;150456","U***9712","19.79","38.960022"
"TTD","9","41.071133111","-191.530198","20251117;112333","U***9712","19.79","41.071133111"
"TTD","1","40.960022","-21.170022","20251117;112333","U***9712","19.79","40.960022"
"TTD","9","42.351133111","-203.050198","20251114;093951","U***9712","19.79","42.351133111"
"TTD","10","43.410022","-236.20022","20251107;101456","U***9712","19.79","43.410022"
"TTD","9","46.491133111","-240.310198","20251106;114708","U***9712","19.79","46.491133111"
"TTD","25","49.990022","-755.00055","20251029;164355","U***9712","19.79","49.990022"
"UAVS","1.05","964.8","-1012.242","20220421;114712","U***9712","0.761","964.8"
"UAVS","0.27","2771","-747.9648","20211110;140238","U***9712","0.761","2771"
"UAVS","0.141","4567.092198582","-643.85284","20210708;155018","U***9712","0.761","4567.092198582"
"UAVS","0.059","4560","-268.99516","20210708;155018","U***9712","0.761","4560"
"UAVS","0.05","4565","-228.212","20210708;155018","U***9712","0.761","4565"
"UAVS","0.1","5530","-552.924","20210503;131913","U***9712","0.761","5530"
"UAVS","0.1","5520","-551.924","20210503;131913","U***9712","0.761","5520"
"UAVS","0.23","6671","-1534.1552","20210427;145159","U***9712","0.761","6671"
"UBER","7","71.022857143","22.66","20260204;071052","U***9712","74.26","71.022857143"
"UBER","15","80.496666667","-93.55","20260129;100340","U***9712","74.26","80.496666667"
"ULTA","2","464.435003","17.789994","20260603;093757","U***9712","473.33","464.435003"
"ZTS","7","78.712860143","-23.260021","20260616;105344","U***9712","75.39","78.712860143"
"ZTS","3","84.123336333","-26.200009","20260508;100042","U***9712","75.39","84.123336333"
"ZTS","3","83.788303","-25.194909","20260508;100042","U***9712","75.39","83.788303"
"ZTS","6","88.731669667","-80.050018","20260507;095924","U***9712","75.39","88.731669667"
"ZTS","6","97.056669667","-130.000018","20260507;080643","U***9712","75.39","97.056669667"
"ZTS","4","115.108","-158.872","20260320;150403","U***9712","75.39","115.108"
"ZTS","3","121.173355333","-137.350066","20251105;105218","U***9712","75.39","121.173355333"
"ZTS","4","125.950022","-202.240088","20251104;091510","U***9712","75.39","125.950022"
"ZTS","2","140.590022","-130.400044","20250925;141403","U***9712","75.39","140.590022"
"ZTS","2","141.670022","-132.560044","20250924;143103","U***9712","75.39","141.670022"
"ZTS","3","147.553355333","-216.490066","20250912;124713","U***9712","75.39","147.553355333"
"ZTS","3","148.353360333","-218.890081","20250718;125232","U***9712","75.39","148.353360333"
"ZTS","7","159.382884143","-587.950189","20250701;155243","U***9712","75.39","159.382884143"
